Roll No,name,class,Attendance_Percent,quiz_1,quiz_2,assignment_1,assignment_2,lab_score,prior_gpa,At Risk
STU1416,Student_416,CS101,63%,47.30998485631323,53.74661365842948,47.55738411258056,55.93819561275946,68.21904739635671,7.279461864853725,Yes
STU1417,Student_417,CS101,98%,77.74754618920768,74.26071219332874,70.87248708237297,88.94639502289597,65.33665747782335,8.761101723194324,No
STU1418,Student_418,CS101,76%,55.86250466525689,59.61238569771617,56.624014146311985,67.8383670098145,63.97644493146922,7.81170376102997,No
STU1419,Student_419,CS201,92%,58.67566698382727,83.68438428561018,72.59305027171783,82.40737840283855,66.70058584543338,5.5610619792716065,No
STU1420,Student_420,CS101,76%,55.42194196346124,60.869783536641556,57.221730185851655,54.52797760004117,72.90950666719218,6.701747155309215,No
STU1421,Student_421,CS301,100%,86.10447624789659,80.38296079049633,60.20700189624212,95.47317706621448,55.623352247825395,6.588968350181683,No
STU1422,Student_422,CS201,100%,54.602270508834096,85.72507337309803,87.47910256117534,96.69589992427774,84.90010625754562,7.384168432165431,No
STU1423,Student_423,IT101,71%,51.30729974130268,50.84829807635742,49.367469356112835,58.94094163328043,47.11083493883611,8.138765487944744,Yes
STU1424,Student_424,CS201,89%,53.294647463559905,59.663073091373995,73.80187084720187,75.7480910888512,61.55158222357329,8.127308633831959,No
STU1425,Student_425,CS301,84%,74.45604434016555,54.662968389085236,85.30797602690855,59.01302715047446,60.83037927770264,4.835982368927397,No
STU1426,Student_426,IT101,95%,45.04424492698123,52.862604079546394,67.64074610515875,86.11270096021686,71.68990980039187,9.095911481341284,No
STU1427,Student_427,CS201,60%,37.29389568899556,57.84004079378898,33.10606274150784,54.90966922099562,40.96132440860699,7.878853268994935,Yes
STU1428,Student_428,CS101,85%,64.52944412909719,54.55872961709104,65.79326543490059,71.96672413046852,63.36615095592667,9.57679807139086,No
STU1429,Student_429,CS102,90%,84.95382761721638,66.14660292065349,82.70621505975755,87.46262709829884,92.29618436114342,8.166297490936008,No
STU1430,Student_430,CS102,48%,33.5537295113675,35.118344749895655,48.41639757576617,39.701824542214716,43.615532854861385,9.151984436603643,Yes
STU1431,Student_431,CS101,57%,35.307916215633284,44.69827957802865,38.76158842618843,51.89588625554065,50.02780079327928,8.199817967175191,Yes
STU1432,Student_432,CS102,44%,43.61981810302126,36.9314507356339,37.73513048311416,33.22130568833101,27.04182182228927,9.519338634304123,Yes
STU1433,Student_433,CS102,70%,34.25880775122083,59.32499811726313,53.46532628660751,60.14793939489219,37.05131848468283,8.283375954026667,Yes
STU1434,Student_434,CS101,85%,31.747720254997446,59.321695537575806,67.70186078055264,71.4033470058424,76.42010761198708,7.353127130335644,No
STU1435,Student_435,CS101,97%,74.71229393724728,71.52148925478414,100.0,85.10260124788839,85.36385616512493,10.0,No
STU1436,Student_436,CS201,76%,47.546186076038246,59.234322457458404,49.44981651738384,61.882186459125286,75.69540696172359,8.833555683419839,Yes
STU1437,Student_437,CS201,99%,54.369403842118096,72.09920809007819,82.0663005439219,83.20762626880524,57.58979712892802,8.36061663150662,No
STU1438,Student_438,CS101,54%,43.77833624769041,49.45150045525174,45.978285247136114,50.639016834780364,35.51610616032068,5.585543375192496,Yes
STU1439,Student_439,CS301,49%,36.42284924398162,39.514782528365636,44.92854412659277,39.87210691671004,18.400227545029516,5.567538573804693,Yes
STU1440,Student_440,CS102,74%,45.64136442314922,61.07544062780871,60.06013715621337,51.126301075097075,46.09508517114769,7.93907322321278,Yes
STU1441,Student_441,CS201,80%,41.02289119059252,65.92423050363911,67.09663178667842,82.77664584695528,72.62948977419055,7.718281796652361,No
STU1442,Student_442,CS102,74%,61.90766934987898,64.62568836683316,56.68950604408735,73.62629811231945,45.20503030332183,6.5788161524875255,No
STU1443,Student_443,IT101,43%,35.08205130179991,33.78756067761086,36.37454030598215,31.70566046145796,36.42659019912435,7.71147404941809,Yes
STU1444,Student_444,CS101,73%,50.4683978706198,45.69452051747718,56.40249542334517,67.6943278552673,48.75762592815005,9.882940392065393,Yes
STU1445,Student_445,CS301,55%,54.157752760577104,43.79030664329436,47.791922808829575,44.32987596098953,42.39575813880465,8.543103711825449,Yes
STU1446,Student_446,IT101,85%,45.88074375745407,58.24434572400383,64.89271622191481,74.52915434517826,40.01045866061595,5.7884872353708925,Yes
STU1447,Student_447,IT101,80%,37.92879999402898,56.11892023288586,67.43479842193904,70.79260167981958,57.72113623288542,7.332736759285584,Yes
STU1448,Student_448,IT101,60%,36.310494877374616,49.24741501149407,48.54322675204476,50.33894695186596,6.198147391670635,6.2925502787211585,Yes
STU1449,Student_449,CS101,67%,46.644261261786454,58.801651158652746,61.411013916055175,51.924081181793014,44.58907425350525,6.918450125387158,Yes
STU1450,Student_450,CS201,59%,43.53589284600017,44.45958799170366,46.985640200866655,46.163115333593126,22.102217284902554,6.879576501555536,Yes
STU1451,Student_451,CS101,74%,49.161984859004384,57.83207168851227,46.11680543298518,56.165541266944764,69.7050152839933,6.783531626093993,Yes
STU1452,Student_452,CS201,89%,67.24620934488505,82.2007494887194,82.73409104709334,68.49763513334192,76.41770864541333,5.617296942039908,No
STU1453,Student_453,IT101,60%,30.845826760324993,46.61025580524943,42.717501067455395,50.77748481922655,47.76991201698915,7.3085179777227145,Yes
STU1454,Student_454,IT101,82%,75.67222037406157,83.40020061820508,60.651017678909795,64.26722866183432,82.90755548696994,6.659088544729035,No
STU1455,Student_455,CS301,67%,46.10610714862507,54.07612543875779,49.64322978290874,61.562110902639866,34.208057837817336,3.1058269649965977,Yes
STU1456,Student_456,CS201,63%,54.7511979680629,36.218551377070895,59.1591797760806,63.026421946495844,66.22897280681187,10.0,Yes
STU1457,Student_457,IT101,73%,55.149306828552504,60.57502497148185,43.04095204550679,58.128088561129026,65.05973628837474,9.133154481325008,Yes
STU1458,Student_458,CS102,59%,45.704516237495746,46.87032482203938,66.23771101468623,51.97443163647047,38.81630244107575,6.935548912612506,Yes
STU1459,Student_459,CS301,66%,52.38679886391913,58.62348489591351,60.39960672570935,60.02363421277812,61.83477858472046,7.528228574610898,Yes
STU1460,Student_460,CS101,57%,43.75232800868495,46.613150255316086,46.89863770490122,51.168972273007846,27.303493065339666,5.742518479023657,Yes
STU1461,Student_461,CS301,100%,79.64084139801315,73.61544016016227,79.45105999383713,85.75955267916088,53.50971676944653,10.0,No
STU1462,Student_462,CS102,75%,67.92869219817352,47.39971853078528,62.57992266153239,69.80901285542492,43.67703834110288,10.0,Yes
STU1463,Student_463,CS201,64%,47.05434585579291,47.02980196276831,54.96474813304792,57.93920407810942,38.32863413159316,7.735040592369787,Yes
STU1464,Student_464,CS101,78%,63.06443459728789,52.00537915288625,67.61397058366498,56.798523352433556,38.220178091055345,9.035295966278017,Yes
STU1465,Student_465,CS101,73%,50.33370854745059,50.73019716781728,62.725481949637384,68.69004194097676,69.25464187806608,7.762930168400886,No
STU1466,Student_466,CS201,71%,65.6651380988555,57.98334313692772,57.990528004121366,67.29322243398148,46.46860005891509,5.494911841686104,Yes
STU1467,Student_467,CS301,84%,50.40464728908551,77.22205876636181,65.70816421862826,65.15280228252577,64.88581531530313,6.882264946554514,No
STU1468,Student_468,IT101,86%,83.7839199180916,68.18044830187014,67.78365687512876,73.73586437324124,50.60242378680835,7.697891950157936,No
STU1469,Student_469,CS301,67%,46.52589464287124,42.264365129344164,52.3272727256374,61.56731759172606,22.51818486271521,6.818178421884833,Yes
STU1470,Student_470,CS102,66%,32.211387979037426,52.72254931509772,60.61418858505651,55.01925385793432,50.038256990155894,7.172020083847446,Yes
STU1471,Student_471,IT101,70%,50.973852340003,61.63670127498592,60.90616687555806,67.84773956999487,22.50603947773874,7.362900663736328,Yes
STU1472,Student_472,CS301,40%,24.195382879078224,27.885523374349383,20.47684550921339,43.96737667011558,27.77428756891106,7.378682253201808,Yes
STU1473,Student_473,CS201,52%,43.18182869121252,38.50356421990537,45.2462405861601,40.32279722969823,22.285544415757062,7.578387735746225,Yes
STU1474,Student_474,CS102,95%,57.503036462857814,71.76761234233571,78.26228250997684,67.98824089089833,100.0,5.909092400405099,No
STU1475,Student_475,CS102,99%,63.10119334873791,66.93245085366978,79.55313393820128,87.75163548497493,87.94008858418248,6.424475776308096,No
STU1476,Student_476,CS102,71%,29.686556777004864,58.06828002117014,54.24281177243455,65.71696668124876,51.392418937691275,5.573123601450046,Yes
STU1477,Student_477,IT101,83%,52.87864621548979,61.724554473946235,76.32170148051554,69.1699420520618,79.6952449296912,8.966723324529301,No
STU1478,Student_478,CS101,79%,26.80201036436304,63.09392687492062,71.2838269570986,79.29638585441391,42.28313902438447,4.341529587239513,Yes
STU1479,Student_479,IT101,100%,46.24145764771415,66.125078221979,72.27122332176391,71.61394200276752,80.86958757340186,9.230385514975389,No
STU1480,Student_480,CS301,91%,74.72571908712558,64.82962949445205,77.17137938310896,84.3851312525459,67.92380132174675,9.579524095894264,No
STU1481,Student_481,CS101,73%,59.77095233099422,60.090179354413756,51.364001377014034,57.69134493837458,55.015848070736716,7.046729119526068,Yes
STU1482,Student_482,CS301,60%,46.338503655175614,43.23830713418728,40.16379990044206,61.99779099581536,57.904772203022496,3.595294368259052,Yes
STU1483,Student_483,CS101,50%,28.24897137763211,46.96829569530523,37.53244634141128,53.41037112974639,43.089567449607486,6.958034157049064,Yes
STU1484,Student_484,IT101,78%,54.07777348652476,55.41972736437286,69.17271324043611,60.36025684371405,59.14345741757904,7.403723758066771,Yes
STU1485,Student_485,CS102,63%,44.52391937177956,49.171278869026075,56.99088363927999,50.60833640229192,23.490031668349076,5.98410267010663,Yes
STU1486,Student_486,CS201,53%,28.24158236741818,45.254505850821914,45.686489672446825,50.229346263504794,27.261929834572634,6.727172409287636,Yes
STU1487,Student_487,CS102,65%,60.43708831402138,39.71392728955375,56.97610287906804,52.97817812370606,44.108371518869546,9.795292798295026,Yes
STU1488,Student_488,IT101,58%,48.879025504933146,33.7331177524989,50.055353716082024,49.693350437569144,42.24137146122367,8.49739074345261,Yes
STU1489,Student_489,CS101,100%,66.68553739255503,59.74343685429905,73.58518404777048,85.2538842054241,47.39592550652152,6.11315382843285,No
STU1490,Student_490,CS102,88%,62.11301629190987,77.30754455449585,74.39029629940894,58.05466796734434,100.0,5.103601245606852,No
STU1491,Student_491,IT101,74%,54.75685579247077,52.02797134157698,65.89782767633164,63.5447312125857,75.12592909728754,7.009474023585343,No
STU1492,Student_492,CS301,97%,38.271175697265164,97.76485426343075,85.09097818914186,75.91519160038261,79.74449270178201,7.179814830974343,No
STU1493,Student_493,CS201,76%,50.48859336145091,52.82305414840176,69.98324630106717,60.98079663716161,54.409640259693475,8.244298781044975,Yes
STU1494,Student_494,CS102,62%,37.10580317737729,47.70626082636758,54.06179206806736,61.7308003034014,40.821698037003976,6.697024931148512,Yes
STU1495,Student_495,CS101,97%,53.79199670498506,88.47420771137267,81.71629932402753,70.87530642219562,49.864356132825904,8.267249363042792,No
STU1496,Student_496,CS301,83%,54.655329678704305,78.9800900616358,75.35811937910948,77.37750862166165,59.446028325330985,10.0,No
STU1497,Student_497,IT101,59%,57.63744107414624,56.834827603105836,47.39540031496055,48.86691939487858,44.673144988620635,8.723251533666394,Yes
STU1498,Student_498,CS201,72%,57.43647740746199,62.82643835455002,51.35365826181401,59.30485436169316,32.58410044719829,7.427867239003841,Yes
STU1499,Student_499,CS101,61%,38.00554789056187,52.73473183269572,48.483755345034474,57.475560401014384,47.44082168576246,7.225274293420058,Yes
STU1500,Student_500,IT101,54%,42.640682654099514,43.90843598674332,39.36471015762907,47.96435388150549,36.29579360533716,6.964990298730193,Yes
STU1001,Student_1,CS101,82%,69.17009838248435,73.3758194714396,72.3782123514121,64.51621248110713,67.12498821974421,4.638288663183913,No
STU1002,Student_2,CS201,72%,71.93515268875325,61.43751348865903,54.32124947530734,60.933212789220015,65.16939861921576,6.209422483830747,No
STU1003,Student_3,CS201,84%,41.52871302311754,64.0416566887141,60.84086377352188,65.29501750299262,53.6873499752139,6.879591699867533,Yes
STU1004,Student_4,CS201,97%,76.75441005542088,67.0541040103175,78.24334074723508,80.1553672905115,56.510897997132844,10.0,No
STU1005,Student_5,IT101,71%,43.06444850770613,58.6072123686747,55.97354878991835,47.22752886716332,34.52640664066694,8.334829686800637,Yes
STU1006,Student_6,CS102,71%,,56.42890541886491,53.950322301065526,62.289546694823926,38.24018133151853,5.4967776463501625,Yes
STU1007,Student_7,IT101,98%,,82.85064423280083,85.82307561438725,83.89686001614712,100.0,8.229054434126455,No
STU1008,Student_8,CS301,86%,,70.37860856496904,77.47370740511025,66.46603477527155,82.09388937793202,5.179044016592451,No
STU1009,Student_9,CS101,67%,,58.10095134833044,54.967101862987995,62.24429565952102,29.20728787984658,9.12403658083061,Yes
STU1010,Student_10,CS101,83%,,57.90394054406828,78.79466930871142,78.4624487300236,36.207472566544894,6.793313022273182,Yes
STU1011,Student_11,CS201,68%,,60.001250870485606,46.66993773302044,46.902182958979466,54.19218937554788,7.359545716891244,Yes
STU1012,Student_12,CS201,68%,,52.35449528472915,53.09408647092937,52.62434523747797,55.05417705052025,9.488694971313285,Yes
STU1013,Student_13,CS201,78%,,75.28973435205614,57.267213918767936,60.78729619389394,63.67228892006163,5.569254647123625,No
STU1014,Student_14,CS102,46%,,31.534602767742392,28.3984238891229,35.00385067516287,30.049626176989676,5.404322722330513,Yes
STU1015,Student_15,CS301,49%,,45.372810526952435,38.89480695014509,45.83219503024345,33.15574372930084,6.624601010480992,Yes
STU1016,Student_16,CS301,66%,,51.241672023843876,52.442128994753816,55.29061699239089,50.961086102775326,9.057568276528976,Yes
STU1017,Student_17,CS301,59%,,40.959679508739626,56.89759613177624,49.25440520051107,42.89268300150961,5.220980886784736,Yes
STU1018,Student_18,CS301,79%,,55.928048987341114,68.79940195916603,51.78312315318477,20.417863733946522,3.251766602834147,Yes
STU1019,Student_19,CS201,61%,,44.068448941482266,42.817289352760234,56.0728659594984,40.14474353972385,6.823261712386502,Yes
STU1020,Student_20,CS101,53%,,42.64425125386662,53.03023714040487,39.07400367351757,28.507047997414304,8.32761119986638,Yes
